venueid;venuename;address;state;zip;lat;long;wheelchair_accessibility
547e2e50498e4ed32905dc81;Burger Walla;47 Halsey St;NJ;7102;4.074.086.795;-7.417.125.463;Yes
55149ad5498e3f4d85779a0b;Hama;75 Rockefeller Plz;NY;10019;4.075.952.141;-7.397.787.494;Yes
56acbf69498ea6e0ebc633a0;Starbucks;3190 Lawrenceville-Suwanee Rd;GA;30024;3.403.479.944;-8.405.258.106;Yes
3fd66200f964a52059e61ee3;Porto Rico Importing Co.;201 Bleecker St;NY;10012;4.072.946.889;-7.400.185.223;Yes
4075e780f964a52056f21ee3;Soda Bar;629 Vanderbilt Ave;NY;11238;406.782.347;-7.396.857.131;Yes
49e124c4f964a5209a611fe3;Sushi by H;480 S San Vicente Blvd;CA;90048;3.406.927.817;-1.183.748.585;Yes
4a31a5a2f964a5200d9a1fe3;Laut;15 E 17th St;NY;10003;4.073.740.357;-7.399.126.426;Yes
4a918d27f964a520a81a20e3;Riverside Seafood Restaurant;1201 Vicente St;CA;94116;37.739.095;-122.479.713;Yes
4b661c5df964a52035142be3;Hibachi Bistro;341 S College Rd;NC;28403;3.423.509.186;-7.787.172.349;Yes
4b771194f964a5200a7a2ee3;TJ Ribs;6330 Siegen Ln;LA;70809;3.039.208.094;-910.606.501;Yes
4b8c34b7f964a52013c432e3;Tropical Smoothie Cafe;8069 Stonewall Shops Sq;VA;20155;3.878.460.219;-7.764.958.273;Yes
4bb77af8cf2fc9b62c409e02;Burger King;42 Emerson Commons Blvd;WV;26104;3.931.243.101;-814.819.389;Yes
4bcc6fe6b6c49c74e9ad9391;McDonald's;1745 Gunter Ave;AL;35976;34.341.004;-86.308.645;Yes
4be36517b02ec9b6b4834fc0;3rd & 7 Tavern;3702 Quentin Rd;NY;11234;4.061.495.624;-73.936.148;Yes
4bfeca174e5d0f47d92a7d1f;Wendy's;5360 Warrensville Center Rd;OH;44137;4.141.477.459;-8.153.792.024;Yes
4c3ce5cab36ac9285cbd0486;The Garage;1199 N Beck St;UT;84116;4.079.392.211;-1.119.037.943;Yes
4c3ddfbc6faac9b673640d76;Otani Restaurant & Pub;180 W Streetsboro St;OH;44236;4.123.907.574;-8.144.910.736;Yes
4c43967c36d6a5930e6369a8;Biryani Indian Cousine;7078 Amundson Ave;MN;55439;4.487.485.341;-9.336.266.914;Yes
4c9d3ff0d3c2b60cdf90bfbc;Sheetz;400 E Plank Rd;PA;16602;404.804.258;-7.840.302.274;Yes
4db7684acda18a0b60a4112e;McDonald's;811 Castle Valley Blvd;CO;81647;3.956.864.028;-1.075.171.661;Yes
4df2ef85b0fb807158c0d220;Dairy Queen;Rt 126;MA;2038;4.212.317.095;-7.144.202.755;Yes
4e4e24d6bd4101d0d7a34274;KFC;2 S Mill St;OK;74361;3.630.788.957;-9.531.880.488;Yes
4fcff933e4b07545a4706c27;Shalimar Kandahar Afghani & Turkish Restaurant;1380 Oak Tree Rd;NJ;8830;4.057.377.625;-7.432.587.433;Yes
50585dfbe4b05e2ded572262;Panera Bread;4014 Peach St;PA;16509;4.209.308.154;-8.008.429.036;Yes
52582988498e53b3844cd4cc;Big Truck Tacos;\\N;OK;73105;3.549.009.556;-9.751.082.016;Yes
525880b4498ee9176a38e88e;Rose Valley Cakes;134-03 Liberty Ave;NY;11419;4.069.150.719;-7.381.252.527;Yes
52ec4e83498ecd94fae3cf47;Five Guys;2098 W El Camino Real;CA;94040;3.739.604.879;-122.101.444;Yes
53344f2b498ee8813f5b4342;Sushi Go;886 W Rusk St;TX;75087;32.931.134;-96.469.094;Yes
533cb369498ee3e4eee1b4a9;Juice Bar Huntsville;4800 Whitesburg Dr SW #34;AL;35801;3.469.358.786;-8.656.913.564;Yes
537274a5498e0db45558ff83;Dunkin' Donuts;3033 3rd Ave;NY;10455;4.081.467.149;-7.391.261.382;Yes
54615031498e377f78703d0a;Red Robin;11010 Lavender Hill Dr;NV;89117;3.614.601.529;-115.296.477;Yes
54af12ae498e961bab7b000b;i Fratelli - Richardson;226 W Campbell Rd;TX;75080;32.976.165;-9.672.095;Yes
5611b84b498eded4eb9978ad;Hong Kong Island;145 Rockland St;ME;4841;4.412.033.081;-6.910.102.081;Yes
5671c6d5498e5a1f5e444400;Little Gem;400 Grove St;CA;94102;3.777.781.925;-1.224.231.698;Yes
49eb4cfcf964a520b8661fe3;Sara's Kitchen;1595 Franklin St;CA;95050;3.734.755;-1.219.515.249;Yes
4a8de48af964a5204d1120e3;Korbel Winery;13250 River Rd;CA;95436;3.850.821.668;-1.229.653.804;Yes
4acfc371f964a520d2d520e3;MTA Subway - Atlantic Ave/Barclays Center (B/D/N/Q/R/2/3/4/5);Flatbush Ave;NY;11217;4.068.430.738;-739.775.978;Yes
4af609c9f964a520770022e3;George Washington Bridge Bus Station;4211 Broadway;NY;10033;4.084.884.583;-7.393.841.743;Yes
4afb6f22f964a520f51d22e3;Wendts;6031 W Layton Ave;WI;53220;4.295.898.313;-879.898.181;Yes
4afee09bf964a520213122e3;McDonald's;317 Broadway;NY;10007;4.071.584.247;-7.400.497.913;Yes
4b0c7aaaf964a520043e23e3;DQ Grill & Chill / Orange Julius;9575 Diamond Centre Dr;OH;44060;4.171.508.079;-8.129.543.857;Yes
4b2c00c4f964a5205abf24e3;Wildflower Bread Company;101 N Highway 89A;AZ;86336;3.486.811.623;-1.117.621.565;Yes
4b5fab4ef964a52042c729e3;Burger King;7903 Granger Road;OH;44125;4.141.460.092;-8.163.202.203;Yes
4bae4a27f964a520099e3be3;Garcia's Kitchen;8515 Indian School NE;NM;87112;3.510.169.387;-106.549.413;Yes
4bc792d015a7ef3b17ac79da;TD Bank;306 Marter Ave;NJ;8057;3.996.910.162;-7.492.022.355;Yes
4bd4a27229eb9c746e0892e1;IKEA Restaurant & Cafe;1475 S Coast Dr;CA;92626;3.369.054.613;-1.179.160.982;Yes
4bd9adfd2e6f0f47e7720b08;The Vineyards Trattoria and Pizzeria;147 Granby St;VA;23510;3.684.759.068;-7.629.155.009;Yes
4be333f3b02ec9b610d94ec0;Jerry's IGA;800 Overton Plz;TN;38570;3.638.055.038;-8.533.220.031;Yes
4bf711ab5317a5936d66fd7e;The Ott House Pub;5 W Main St;MD;21727;3.970.469.497;-7.732.702.725;Yes
4cdc20364006a1434db9dcb2;Vibe Credit Union;9373 Middlebelt Rd;MI;48150;423.601.149;-83.333.002;Yes
4ce3425aef2db60ca6c0bf5b;Huntington Bank;4932 Turney Rd;OH;44125;4.142.566.883;-8.161.344.846;Yes
4da1e017540ea1cd07ca70de;Kobe Sushi Hibachi Bar;5025 W Expressway 83;TX;78503;2.619.491.495;-9.827.974.045;Yes
4dd17130d164679b8d47054b;The Tippler;425 W 15th St;NY;10011;4.074.224.151;-7.400.617.334;Yes
4f53a52ae4b036244b802abb;Sky Diner;4 Prospect Hill Rd.;CT;6088;41.913.912;-7.261.208;Yes
5068c045e4b0600e18292390;Noodles & Company;333 N Main St;CT;6117;4.178.439.193;-7.274.772.422;Yes
50bf79e2d86ce196537966d7;Firebirds Wood Fired Grill;5555 Youngstown Warren Rd;OH;44446;4.121.314;-80.750.303;Yes
528b8075498ef9d510cc5d36;"Deuce's \Off the Hook\"" Grill""";728 Simonton St;FL;33040;2.455.369.687;-8.179.932.049;Yes
531c28e6498e920f5fc3d7fa;Red River Ice House Houston;10308 Main St;TX;77025;296.734.278;-9.543.133.378;Yes
535b0498498ee060f340307d;The Mason Jar by Fatboys;2487 Ashley River Rd #4;SC;29414;3.282.924.082;-8.004.237.783;Yes
538aae0f498e46ffbbc5f1d3;La Prestige Hookah Lounge;2943 Vineland Rd;FL;34746;2.833.503.221;-8.147.858.677;Yes
541cc55b498e871a2bb7a696;The Annex;1508 King St;FL;32204;3.031.034.364;-8.169.347.362;Yes
542b9000498e7104e8c3ba2d;b.good Raleigh North Hills;201-100 Park At North Hills St;NC;27609;3.583.678.127;-7.863.756.035;Yes
5467d7c5498e78ad148add3a;Real Urban Barbecue;2119 Clearwater Dr;IL;60523;4.184.830.989;-8.793.259.698;Yes
54dbcf1b498eabd1048fb1f4;Harvest Pressed Juices;3807 Ocean View Blvd;CA;91020;34.205.983;-118.228.206;Yes
54e233f7498e9c646b22c9aa;KTCHN dtsa;201 E 4th St;CA;92701;3.374.806.033;-1.178.661.444;Yes
551c55cd498ed47583d557d4;Taqueria El Patron Mexican Grill;51 Lincoln Rd;NY;11225;4.066.087.618;-7.396.133.423;Yes
5554dc23498e0d5fcf86af16;Hunt & Gather Cafe;7240 W Azure Dr Ste 145;NV;89130;3.627.448.264;-1.152.527.138;Yes
55726c4d498e3c32bee7e519;Burger King;4408 Barranca Ln;CO;80104;3.940.635.966;-1.048.567.463;Yes
5605d5d5498eb2f1f87658ad;Rhombus Guys Brewing Company;\\N;ND;58201;479.240.362;-9.702.862.029;Yes
564fdef9498e01df87b3af3a;Burger & Beer Joint;#158;FL;33401;2.670.911.587;-8.005.719.503;Yes
56fb02d9498edbc774b8108d;Granero Lounge;51 Vine St;OH;43215;3.997.135.657;-8.300.409.079;Yes
407f2200f964a5207df21ee3;Sakagura;211 E 43rd St Lowr Level;NY;10017;4.075.152.493;-7.397.318.587;Yes
4ad15b84f964a5202dde20e3;Top of The Standard;848 Washington St;NY;10014;4.074.037.019;-7.400.832.524;Yes
4ad7799cf964a5201b0b21e3;Red Robin Gourmet Burgers;35858 Detroit Rd;OH;44011;4.146.116.667;-8.201.277.563;Yes
4b11b1f6f964a520798223e3;Hong Kong Express;989 Wyckoff Ave;NY;11237;4.069.606.109;-7.390.494.338;Yes
4b3d4ac7f964a520be9125e3;Tabernash Tavern;72287 US Hwy 40;CO;80478;3.999.269.825;-1.058.438.427;Yes
4b55cd09f964a520acf027e3;Thai Son;89 Baxter St;NY;10013;4.071.693.469;-7.399.974.616;Yes
4b5b3875f964a52031ec28e3;Subway;4556 N Magnolia Ave;IL;60640;4.196.530.821;-8.766.134.728;Yes
4b6ca990f964a5204b4a2ce3;McDonald's;28220 John R Rd;MI;48071;4.250.109.297;-8.310.520.025;Yes
4ba11e80f964a520ab9937e3;Taco Bell;32801 John R Rd;MI;48071;425.331.395;-831.076.049;Yes
4bc8892992b376b07e8f513a;Mabe's Pizza;110 E Water St;IA;52101;4.330.407.692;-9.178.553.994;Yes
4bcf404ba8b3a59368d9615f;Frosty burger;28820 old highway 80;CA;91962;32.822.348;-116.530.661;Yes
4bee0c28767dc9b674f4d3e9;Nagel Hall Market;2194 S High St;CO;80210;39.676.819;-104.963.837;Yes
4c1adf35b306c9286c6961b7;Argos;301 Mabel Ave;OH;45403;3.975.506.324;-8.415.602.103;Yes
4c24e91cf7ced13a129f236d;Bankhead Seafood;1651 Donald Lee Hollowell Pkwy NW;GA;30318;3.377.155.209;-8.444.215.082;Yes
4c39f503dfb0e21eb63eb1a8;Paoli Schoolhouse Shops & Caf«∏;6857 Paoli Rd;WI;53508;4.292.921.443;-8.952.337.968;Yes
4c633def79d1e21e8d3ad815;Scooter's Pub Sports Bar & Grill;6200 S Rainbow Blvd;NV;89118;3.607.591.564;-1.152.421.913;Yes
4d8f961a1716a1436d664ef7;Pizza Hut;158 Appalachian Plz;KY;25661;3.766.773.708;-8.227.520.585;Yes
4e4de049bd4101d0d79d5095;BoneHeads;5815 Windward Pkwy;GA;30022;3.408.761.607;-8.425.527.133;Yes
4ea2f3c36da1455cac932a33;Rube's Crab Shack;\\N;MD;21727;3.970.906.228;-773.208.237;Yes
4f3169c3e4b02344c2bd5c8c;Ni.Do. Caff«˘ & Mozzarella Bar;7295 Biscayne Blvd, Miami, FL 33138;FL;33138;2.584.161.236;-8.018.781.424;Yes
51d25472498eb03a8e254074;HIRO Asian Kitchen;1405 Washington Ave;MO;63103;3.863.246.597;-9.019.978.517;Yes
523e416811d22e34b7c3591f;The Habit Burger Grill;2200 Barranca Pkwy.;CA;92606;3.369.989.611;-1.178.356.808;Yes
52530efb11d27626a7020356;Caffe Macs - Benecia 3;950 Benecia Ave;CA;94085;37.394.485;-122.038.851;Yes
52b89253498e1e2144cc79a1;Panera Bread;25665 Highway 59 N;TX;77339;3.006.458;-95.248.937;Yes
52bca75811d2401f2cca7235;Dairy Queen;2301 S Telephone Rd;OK;73160;3.531.838.182;-9.749.452.114;Yes
52d35f08498e9d209ff2517b;Cantine Bar + Bottle Shop;1100 W Royalton Rd #M;OH;44147;4.131.465.918;-8.168.689.726;Yes
53271ddc498ea23dd10531a8;Hot Diggity Dog;Gratiot Rd;MI;48638;4.341.494.181;-8.403.659.628;Yes
5390b480498e1f669af1df36;Jimmy John's;3123 Watson Blvd;GA;31088;3.261.582.967;-8.369.465.736;Yes
53928db5498eb27aa2582da9;The Palace;122 S Main St;MO;64801;3.708.964.946;-9.451.370.191;Yes
53b75d84498ea7ec7d480d37;The Big Country;1001 Fairview Ave N;WA;98109;4.762.857.984;-1.223.318.444;Yes
552b0514498e6570d79c12f6;Il Laghetto;\\N;NY;10541;4.137.289.217;-7.374.291.588;Yes
55dca873498eeaf5fd9f4c8e;Shake Shack;11228 Domain Drive;TX;78758;30.399.056;-97.725.793;Yes
56171419498e0e4ac544f677;Red Cypress Brewery;855 E State Road 434;FL;32708;2.870.343.411;-8.128.601.081;Yes
564ca89c498efadb2c655e90;Chase the Submarine;132 Church St NW;VA;22180;3.890.125.488;-7.726.718.798;Yes
56b55440498e6704a0e21903;Firehouse Subs;1085 S Lapeer Rd;MI;48360;4.276.681.212;-832.383.494;Yes
56d362d1cd10e735a702977b;Chickpea Mediterranean Grill;529 E Howell Ave;VA;22301;3.882.430.564;-7.705.072.057;Yes
3fd66200f964a5205be41ee3;St. Mark's Ale House;2 Saint Marks Pl;NY;10003;407.295.281;-7.398.975.492;Yes
4aa707ccf964a520d84b20e3;Ollie's Sichuan Restaurant;411 W 42nd St;NY;10036;4.075.866.055;-739.931.753;Yes
4aabfdcef964a5206e5b20e3;Pine Cone Cafe;7912 27th St W;WA;98466;4.723.504.548;-1.225.438.006;Yes
4aff1eccf964a5208a3422e3;Eggs É__NÉ__ Things;27560 Newhall Ranch Rd;CA;91355;3.443.661.094;-1.185.631.227;Yes
4b06e4d0f964a52066f222e3;Rain Thai and Sushi Bar;2345 Cheshire Bridge Rd NE;GA;30324;3.381.871.762;-843.498.685;Yes
4b09bbc7f964a520961c23e3;Barley's Brewing Co. & Ale House;467 N High St;OH;43215;3.997.189.131;-8.300.277.677;Yes
4b326cc3f964a520620b25e3;Palermo's Pizzeria And Cafe;3301 W Canal St;WI;53214;4.302.789.821;-8.795.628.548;Yes
4b61e40bf964a52077292ae3;McAlister's Deli;5886 DE Zavala Rd #100;TX;78249;2.956.193.235;-9.859.972.487;Yes
4b67755af964a52032502be3;McDonald's;2451 Meacham Blvd;TX;76106;3.282.449.059;-9.731.440.544;Yes
4b76d396f964a5202b622ee3;McDonald's;45 Crystal Ave;NH;3038;4.289.046.238;-7.132.671.152;Yes
4bcc6483b6c49c741b9a9391;Eastside Donuts;5820B E Los Angeles Ave;CA;93063;3.427.142.444;-1.186.779.224;Yes
4bd081ba046076b07f167071;Sm«Ùrg«æs Chef;58 Park Ave;NY;10016;4.074.924.884;-7.397.971.151;Yes
4bddbf81587b2d7f1bea5409;The SnoBall King;W 34th St;TX;77008;2.981.205.349;-9.543.200.819;Yes
4bf0ca1c21072d7f4b5f208b;A-1 Pizza;600 Ridge Rd;NJ;7071;4.080.468.884;-741.214.259;Yes
4c7c3e09a141b1f74fad6a79;Dave's World Famous Burgers & Dogs;2222 Palo Verde Ave;CA;90815;337.960.428;-118.107.697;Yes
4c893086a0ffb60cc46d28c5;Flying J;1501 Harrisburg Pike;PA;17015;4.023.508.716;-7.712.291.817;Yes
4cebd792d99f721ed4e9c273;Kirks Diner;;OH;44688;4.067.933.953;-8.126.042.545;Yes
4d34ed928c42a1cd0d57ff5d;China Max;6901 22nd Ave N;FL;33710;27.793.106;-8.273.377.027;Yes
4d40c788cb84b60c906389ab;Pasta House;8196 Atlee Rd;VA;23116;3.762.530.838;-773.887.923;Yes
4d44b3af1911a093ca15dbd8;Fresh Italy;119 Florissant Oaks Shop Ctr;MO;63031;3.880.085.186;-9.033.570.757;Yes
4e396c382271aebfead4ae5f;A.J. Hudson's Public House;3801 N Ashland Ave;IL;60613;4.195.063.391;-8.766.886.011;Yes
4eb9630902d5f33e9435cd39;DUC - Homegrown Cafe;\\N;WI;54481;4.452.615.267;-8.956.953.641;Yes
4ed961a14901c8be1c564599;Yogurtland Garden Grove;13920 Brookhurst St Ste A;CA;92843;3.376.015.282;-1.179.546.958;Yes
50281922e4b0c75a1631a277;limoncello;\\N;NJ;7463;410.098.946;-7.411.946.824;Yes
503d11c9e4b0f8bcbee917ff;Tropical Smoothie Caf«∏;3811 Fairfax Dr Unit B;VA;22203;388.824.769;-7.710.585.904;Yes
511d6006e4b0a486ec088c89;The Meatball Shop;200 9th Ave;NY;10011;4.074.589.549;-7.400.149.494;Yes
535d4e08498eeca5c00c20af;Blaze Pizza;227 E Ontario St;IL;60611;4.189.334.194;-8.762.191.837;Yes
536bb64a498eb07ffeb2498f;Pinstripes;13500 Nall Ave;KS;66211;3.892.156.711;-9.465.009.776;Yes
53cc7cd1498e310834e06bf4;Kamza Sushi Palace;3288 Pierce St #A107;CA;94804;3.789.904.745;-1.223.072.222;Yes
5474f9d9498e5f719e4ffbaa;Creamistry;2150 California Ave;CA;92881;3.384.769.922;-117.539.773;Yes
54aa8cc8498ec4ba52ee25f7;Mo's Seafood & Chowder;Concourse C;OR;97218;4.558.889.531;-122.596.049;Yes
54d7befe498e3c8c038e8190;Brew-By-U;3021 Meridian Meadows Rd;IN;46142;3.963.113.512;-8.615.941.058;Yes
5501b6e4498ed23bd2789253;The Corner;Progressive Field;OH;44115;4.149.623.103;-8.168.449.648;Yes
5576eb47498e4f6cc80385e6;Mister Block Cafe;2621 NW 2nd Ave;FL;33127;2.580.167.471;-801.989.237;Yes
55c7815c498e1003b37ebf64;Machete Azteca Mexican Food;6709 W Indian School Rd;AZ;85033;334.944.288;-1.122.042.152;Yes
55ddeb10498e1feccb35e365;The Placida Pearl;2643 Placida Rd;FL;34224;2.691.734.968;-823.284.845;Yes
5652164f498e36174c80c9d5;Nando's Peri-Peri;22 S Wabash Ave;IL;60603;4.188.134.801;-8.762.607.343;Yes
5658a532498e983dcab85f55;jack in the box;US HWY 380;TX;76227;3.322.567.019;-9.698.258.529;Yes
49d71faaf964a5201d5d1fe3;Blazing Bagels;6975 176th Ave NE;WA;98052;47.667.433;-122.106.253;Yes
49eb223ff964a520a6661fe3;Tai Pan Bakery Ü_ıáä_;194 Canal St;NY;10013;40.717.026;-73.998.079;Yes
4a5aa675f964a520b5ba1fe3;Green Kitchen;1477 1st Ave;NY;10075;4.077.115.629;-7.395.362.487;Yes
4adc5ed9f964a520e42b21e3;The Pulp & The Bean;809 Franklin Ave;NY;11216;4.067.123.468;-7.395.774.617;Yes
4af0fefbf964a5206fe021e3;Hardee's;3225 L St;NE;68107;4.121.208.426;-9.596.220.614;Yes
4b08bc0bf964a5209b1123e3;Rite Aid;46965 Cedar Lake Plz;VA;20164;3.901.729;-77.375.461;Yes
4b3c16c1f964a520a78125e3;Speakeasy Ultra Lounge;425 W College Ave;WI;54911;4.426.167.488;-8.841.114.521;Yes
4b515eacf964a520e64b27e3;Peter B's Brewpub;2 Portola Plz;CA;93940;36.602.366;-121.894.646;Yes
4b51f358f964a5200a5d27e3;Penang Grill;55 Lewis St;CT;6830;41.028.929;-73.625.111;Yes
4b622688f964a520aa382ae3;Chick-fil-A;1740 W Loop 281;TX;75604;3.252.483.149;-9.478.077.162;Yes
4b8f19cff964a5200b4933e3;Sevan Chicken Rotisserie;601 W Glenoaks Blvd;CA;91202;34.160.005;-1.182.675.809;Yes
4b943460f964a5207d6e34e3;Burger King;320 Auburn Way South;WA;98002;4.730.465.914;-1.222.252.005;Yes
4bcca575937ca593367eab92;Taco Bell;12789 Foothill Blvd;CA;91739;341.057.773;-1.175.261.486;Yes
4bd9d5a73904a59369cc439e;Starbucks;1600 S Andrews Ave;FL;33316;2.610.192.367;-801.409.857;Yes
4bf71439b182c9b6c018755a;Bellco Credit Union;14302 E Cedar Ave Unit D;CO;80012;3.971.285.245;-1.048.210.004;Yes
4bfec63b369476b0ead68c1f;Wendy's;430 Avon Belden Rd;OH;44012;4.149.471.454;-8.201.953.769;Yes
4c0a8076ffb8c9b6c3a16b61;Scoreboards;52 3rd St SE;SD;57350;4.436.299.529;-9.821.326.397;Yes
4c8ac04852a98cfa84992fe9;Hill Country Chicken;1123 Broadway;NY;10010;4.074.307.542;-7.398.914.659;Yes
4cc35a4306c254811c0d9047;Ganders;4747 28th St SE;MI;49546;4.291.317.424;-8.554.997.394;Yes
4d4895a1ea3f370483af2c0a;Seafood Dive;\\N;FL;33573;2.771.318.195;-82.372.338;Yes
4d7127a6507eb1f7fa6df5a2;South Hi Mount Elementary;4101 Birchman Ave;TX;76107;3.273.379.032;-973.797.226;Yes
4efe3df9c5126f14b606c129;Central Islip, NY;\\N;NY;11722;4.079.117.479;-7.320.168.373;Yes
4f651076e4b03c270a6bd9d7;Boondox Bar & Grille;9100 Park Ave NE;MN;55330;452.822.331;-93.566.424;Yes
50984b46e4b05f8bb796dff3;Pies & Pints Pizzeria;7227 N High St;OH;43085;40.108.937;-8.301.887.308;Yes
5161b34dc84c48e6623ca3e4;Reformation Brewery;500 Arnold Mill Way;GA;30188;3.410.159.751;-8.450.578.988;Yes
516994a3e4b044879286d90d;Lunacy Brewing Company;214-B  W Davis Rd;NJ;8049;398.622.391;-7.503.835.776;Yes
519c0cb7498ea23dd1b57d4f;Tropical Sno Huntsville;2007 Hughes Rd;AL;35758;3.475.567.316;-8.674.071.908;Yes
52a8a327498e8ad8a55b4f4f;Taco Bell;2087 S Main St;NC;28786;3.546.620.148;-8.300.678.023;Yes
52b47cba498ed328b6ad2416;Dave & Buster's;19375 Victor Pkwy;MI;48152;424.282.462;-8.342.271.704;Yes
531deca6498ee8578dc07768;Panda Express;1690 45th St S;ND;58103;4.685.489.735;-9.686.125.191;Yes
5334be89498edae64be2da45;subway;347 Balltown Rd, Suite 3;NY;12304;4.277.273.281;-7.389.382.185;Yes
547b8e1a498ef6bf85f22b7f;Dickey's Barbecue Pit;6882 US-90;AL;36526;306.529.456;-8.790.452.417;Yes
548789cd498e71cde06e228d;Steeple House Coffee;13248 Roscoe Blvd;CA;91605;3.422.099.441;-1.184.216.242;Yes
54879c4e498e3b392ae1e1b0;PYRO'S Fire Fresh Pizza;2286 N Germantown Pkwy;TN;38016;3.518.766.376;-897.920.941;Yes
54ecc52d498e5080ecaab730;Lake Michigan Sports Bar;4072 Lake Michigan Dr NW;MI;49534;4.297.190.498;-8.576.790.333;Yes
55cf7925498e7d764ed6a821;Menchie's Frozen Yogurt - Preston Towne Crossing;4801 W Park Blvd Ste 425;TX;75093;3.302.789.116;-9.679.163.653;Yes
55d223ce498e04a4beeef625;Don Julio Mexican Grill;551 S Chickasaw Trl;FL;32825;2.853.603.265;-8.127.447.447;Yes
5691b5d2498e903aad1b9807;Taco Bell;2284 Monterey Hwy;CA;95111;37.302.287;-12.185.948;Yes
57047a5a498e3753b033c8eb;Poke Bar;11336 1/2 South St;CA;90703;3.385.716.968;-1.180.921.643;Yes
4a0896a2f964a520ee731fe3;Staten Island Mall;2655 Richmond Ave;NY;10314;4.058.183.952;-74.166.255;Yes
4a4d2a89f964a520a5ad1fe3;Old Chicago;3505 Vicksburg Ln N;MN;55446;4.502.038.104;-9.348.355.256;Yes
4a78adf8f964a5202ee61fe3;Brion's Grille;10621 Braddock Rd;VA;22032;3.882.541.301;-7.731.426.643;Yes
4a9c2e69f964a5204d3620e3;Westborough Deli;2268 Westborough Blvd;CA;94080;37.644.712;-122.452.762;Yes
4ac6769df964a52075b420e3;The BeerMongers;1125 SE Division St;OR;97214;4.550.506.863;-1.226.541.299;Yes
4b1b1f52f964a52074f823e3;Pio Pio;604 10th Ave;NY;10036;4.076.040.697;-7.399.489.403;Yes
4b3412c4f964a520c02425e3;Water Moon;129 E 13800 S Ste A4-A5;UT;84020;4.050.249.476;-1.118.868.692;Yes
4b5ca52af964a520d23b29e3;Pho Palace;2126 S Collins St;TX;76010;3.270.878.753;-9.709.802.628;Yes
4b759b5cf964a52026172ee3;Jersey Mike's Subs;3820 S. Tuttle Ave.;FL;34239;2.729.996.266;-8.251.580.536;Yes
4bb11075f964a5202e773ce3;Molly's Rude Awakening;437 N Water St;WI;54615;4.430.196.134;-9.084.388.733;Yes
4bb78110314e95217a33479d;DiMare Pastry Shop;12 Largo Dr S;CT;6907;4.108.916.043;-7.351.616.532;Yes
4bed7b1ee3562d7f660efff8;Parrilla Latin Bistro;3920 Broadway;NY;10032;408.387.484;-739.413.064;Yes
4bf334336a31d13add6e942e;Nite Cap;699 Ofarrell St;CA;94109;3.778.525.349;-122.416.251;Yes
4bfec236daf9c9b62736f9ef;Wendy's;414 Claremont Ave;OH;44805;4.086.613.813;-8.231.976.271;Yes
4c2139879390c9b608b5c8cd;Don Carmelo's Pizzeria;10821 Prairie Brook Rd;NE;68144;4.123.316.517;-9.608.244.366;Yes
4c7e6a88d65437045728c3a2;Shipley Donuts;;TX;75965;3.162.541.905;-9.465.244.894;Yes
4cc222b5c844721eeb95da01;Vetonis Italian;;TX;75156;3.233.571.948;-9.611.064.877;Yes
4cd1e2a37f56a1439133d7a6;Carini's;76 Lunger Dr;PA;17815;410.104.146;-7.648.561.903;Yes
4da867caa86e68edb7dc1931;El Toro Mexican Restaurant;86 Broadview Ave;VA;20186;387.197.393;-7.780.722.872;Yes
4e0cf71d7d8bb178a89ab3b2;Marvel Bar;50 2nd Ave N;MN;55401;4.498.565.265;-9.326.886.253;Yes
4e1731f81495f6691bf9767e;Yogurtland;104 E Kaliste Saloom Rd;LA;70508;3.018.899.398;-9.201.342.095;Yes
50288cade4b057b8a47bf5dc;Those Guys Pies;2916 Lake East Dr;NV;89117;3.613.856.903;-1.152.842.418;Yes
503948d2b0ed397ec72f0203;DAVIDsTEA;2123 Polk St;CA;94109;377.963.732;-1.224.220.276;Yes
504f46c5e4b04947aa4dc548;Huntington Bank;30320 Lake Shore Blvd;OH;44095;4.163.599.536;-8.147.466.721;Yes
514ca139b0b9ef48f308cfe5;Buffalo Wild Wings;2770 Gateway St;OR;97477;44.071.722;-123.042.883;Yes
5170711de4b0e4dea928e1c5;Portville Legion Post 814;\\N;NY;14770;42.037.963;-78.340.369;Yes
51c3ad4f498e2a9935548390;Flying X;2030 McCulloch Blvd N;AZ;92363;34.476.215;-114.331.117;Yes
529f856f11d2bf8aba019943;Curry Bistro;12315 Westheimer Rd Ste C;TX;77077;297.353.898;-9.559.959.412;Yes
52a3bc71498e76d7349d543b;Staten Island Ferry St. George Bus Terminal;Richmond Ter;NY;10301;4.064.361.589;-7.407.354.176;Yes
52f18f3b498e4e17dea944e4;Ferli Gelato Espresso Bar;1241 Washington Ave;FL;33139;2.578.352.737;-8.013.227.081;Yes
52f58f1e498e7f1a0431d039;Faulhaber Command;2100 Melbourne Ct Apt 8B;FL;32901;2.807.758.878;-8.060.580.211;Yes
535bc5f0498e9585a3732759;1900 Barker;1900 Barker Ave;KS;66046;3.894.987.636;-952.326.042;Yes
53aba8fc498efa7abbaa1374;Matt's Homemade Alabama Ice Cream;1308 Gulf Shores Pkwy;AL;36542;3.026.293.614;-8.768.816.113;Yes
54b6f40c498ef629daaec1a4;The Levee House;127 Ohio St;OH;45750;3.941.081.595;-8.145.029.783;Yes
555e84e6498e26f754547735;Raval;136 Newark Ave;NJ;7302;4.072.039.778;-7.404.352.127;Yes
